UNI_ST_UNIDADE,PRO_ST_DEFITEM,PRO_IN_CODIGO,PRO_ST_DESCRICAO,GRU_IDE_ST_CODIGO
M2,MT,3889,BLOCO DE CONCRETO CELULAR AUTOCLAVADO DE VEDAÇÃO 10 X 30 X 60,15
M2,MT,3890,"BLOCO DE CONCRETO CELULAR AUTOCLAVADO DE VEDAÇÃO 12,5 X 30 X 60",15
UN,MT,3891,"BLOCO DE CONCRETO ESTRUTURAL - BLOCO INTEIRO 14 X 19 X 39 4,5 MPA",15
UN,MT,3892,"BLOCO DE CONCRETO ESTRUTURAL - BLOCO INTEIRO 14 X 19 X 39 6,0 MPA",15
UN,MT,3893,"BLOCO DE CONCRETO ESTRUTURAL - BLOCO INTEIRO 14 X 19 X 39 8,0 MPA",15
UN,MT,3894,"BLOCO DE CONCRETO ESTRUTURAL - BLOCO INTEIRO 14 X 19 X 39 10,0 MPA",15
UN,MT,3896,"BLOCO DE CONCRETO ESTRUTURAL - BLOCO INTEIRO 14 X 19 X 39 14,0 MPA",15
UN,MT,3897,BLOCO DE CONCRETO ESTRUTURAL - BLOCO INTEIRO 14 X 19 X 39,15
UN,MT,3898,BLOCO DE CONCRETO ESTRUTURAL - BLOCO INTEIRO 19 X 19 X 39,01
UN,MT,3899,"BLOCO DE CONCRETO ESTRUTURAL - BLOCO INTEIRO 19 X 19 X 39 4,5 MPA",15
UN,MT,3900,"BLOCO DE CONCRETO ESTRUTURAL - BLOCO INTEIRO 19 X 19 X 39 6,0 MPA",15
UN,MT,3901,"BLOCO DE CONCRETO ESTRUTURAL - BLOCO INTEIRO 19 X 19 X 39 8,0 MPA",15
M2,MT,4279,AZULEJO ESMALTADO LISO (15 X 15 CM) - BAIXO,15
KG,MT,4362,MASSA CORRIDA BASE PVA,15
L,MT,4363,PRIMER SINTÉTICO,15
GL,MP,4364,SELADOR PARA PISO,07
UN,MT,4488,"VÁLVULA DE RETENÇÃO DE BRONZE HORIZONTAL (2 1/2 "")",15
UN,MT,4492,"REGISTRO DE ESFERA DE PVC ROSCÁVEL (1 1/2 "")",15
UN,MT,4563,"CURVA 90 MACHO-FÊMEA DE FERRO MALEÁVEL GALVANIZADO (2 1/2 "")",15
UN,MT,4564,"CURVA 90 MACHO-FÊMEA DE FERRO MALEÁVEL GALVANIZADO (3 "")",15
UN,MT,4565,"CURVA 90 MACHO-FÊMEA DE FERRO MALEÁVEL GALVANIZADO (4 "")",15
UN,MT,4566,"CURVA DE RETORNO DE FERRO MALEÁVEL GALVANIZADO (1/2 "")",15
UN,MT,4567,"CURVA DE RETORNO DE FERRO MALEÁVEL GALVANIZADO (3/4 "")",15
UN,MT,4568,"CURVA DE RETORNO DE FERRO MALEÁVEL GALVANIZADO (1 "")",15
UN,MT,4569,"CURVA DE RETORNO DE FERRO MALEÁVEL GALVANIZADO (1 1/4 "")",15
UN,MT,4570,"CURVA DE RETORNO DE FERRO MALEÁVEL GALVANIZADO (1 1/2 "")",15
UN,MT,4571,"CURVA DE RETORNO DE FERRO MALEÁVEL GALVANIZADO (2 "")",15
UN,MT,4572,"CURVA TRANSPOSIÇÃO DE FERRO MALEÁVEL GALVANIZADO (1/2 "" / 1/2 "")",15
UN,MT,4829,"JOELHO 90 SOLDÁVEL DE PVC MARROM E COM ROSCA (25 MM / 3/4 "")",15
UN,MT,4830,"JOELHO 90 SOLDÁVEL DE PVC MARROM E COM ROSCA (20 MM / 1/2 "")",15
UN,MP,4831,LUVA DE REDUCAO 25X20MM SOLDAVEL PVC MARROM AGUA FRIA AMANCO,01
UN,MP,4832,LUVA DE REDUCAO 32X25MM SOLDAVEL PVC MARROM AGUA FRIA KRONA,01
UN,MT,4833,LUVA DE REDUÇÃO SOLDÁVEL DE PVC MARROM PARA ÁGUA FRIA (40 MM / 32 MM),15
UN,MT,4834,LUVA DE REDUÇÃO SOLDÁVEL DE PVC MARROM PARA ÁGUA FRIA (60 MM / 50 MM),15
UN,MT,4835,LUVA DE REDUÇÃO SOLDÁVEL DE PVC MARROM PARA ÁGUA FRIA (50 MM / 25 MM),15
UN,MT,4836,"LUVA SOLDÁVEL DE PVC AZUL E COM BUCHA DE LATÃO (20 MM / 1/2 "")",15
UN,MT,4837,"LUVA SOLDÁVEL DE PVC AZUL E COM BUCHA DE LATÃO (25 MM / 3/4 "")",15
UN,MP,4838,LUVA SOLDÁVEL DE PVC AZUL E COM BUCHA DE LATÃO (25 MM/1/2) - INATIVAR,15
UN,MT,4839,"LUVA SOLDÁVEL DE PVC MARROM COM ROSCA (20 MM / 1/2 "")",15
UN,MT,4840,"LUVA SOLDÁVEL DE PVC MARROM COM ROSCA (25 MM / 3/4 "")",15
UN,MT,4841,"LUVA SOLDÁVEL DE PVC MARROM COM ROSCA (32 MM / 1 "")",15
UN,MP,4842,"LUVA SOLDAVEL COM ROSCA 40MMX1.1/4 "" PVC MARROM AGUA FRIA AMANCO",01
UN,MP,4843,"LUVA SOLDÁVEL COM ROSCA 50MMX1 1/2 "", PVC MARROM, ÁGUA FRIA",01
UN,MT,4498,REGISTRO DE ESFERA DE PVC SOLDÁVEL (50 MM),15
UN,MT,4499,REGISTRO DE ESFERA DE PVC SOLDÁVEL (60 MM),15
UN,MT,4500,"REGISTRO DE ESFERA DE PVC ROSCÁVEL (1/2 "")",15
UN,MT,4501,"REGISTRO DE ESFERA DE PVC ROSCÁVEL (3/4 "")",15
UN,MT,4502,"REGISTRO DE ESFERA DE PVC ROSCÁVEL (1 "")",15
UN,MT,4503,"REGISTRO DE PRESSÃO DE PVC ROSCÁVEL (1/2 "")",15
UN,MT,4504,"REGISTRO DE PRESSÃO DE PVC ROSCÁVEL (3/4 "")",15
UN,MT,4505,REGISTRO DE PRESSÃO DE PVC SOLDÁVEL (20 MM),15
UN,MT,4506,REGISTRO DE PRESSÃO DE PVC SOLDÁVEL (25 MM),15
UN,MT,4507,"HIDRÔMETRO MULTIJATO PARA MEDICAO DE ÁGUA RESIDENCIAL (3 M³/H / 3/4 "")",15
UN,MT,4508,"BUCHA DE REDUÇÃO DE FERRO MALEÁVEL GALVANIZADO (3/4 "" / 1/2 "")",15
UN,MT,4509,"BUCHA DE REDUÇÃO DE FERRO MALEÁVEL GALVANIZADO (1 1/2 "" / 1 1/4 "")",15
UN,MT,4510,"BUCHA DE REDUÇÃO DE FERRO MALEÁVEL GALVANIZADO (2 "" / 1 "")",15
UN,MT,4511,"BUCHA DE REDUÇÃO DE FERRO MALEÁVEL GALVANIZADO (2 "" / 1 1/4 "")",15
UN,MT,4512,"BUCHA DE REDUÇÃO DE FERRO MALEÁVEL GALVANIZADO (2 "" / 1 1/2 "")",15
UN,MT,3902,"BLOCO DE CONCRETO ESTRUTURAL - BLOCO INTEIRO 19 X 19 X 39 10,0 MPA",15
UN,MT,3903,"BLOCO DE CONCRETO ESTRUTURAL - BLOCO INTEIRO 19 X 19 X 39 12,0 MPA",15
UN,MT,3904,"BLOCO DE CONCRETO ESTRUTURAL - BLOCO INTEIRO 19 X 19 X 39 14,0 MPA",15
UN,MT,3905,BLOCO DE CONCRETO ESTRUTURAL - MEIO BLOCO 14 X 19 X 19,15
UN,MT,3906,"BLOCO DE CONCRETO ESTRUTURAL - MEIO BLOCO 14 X 19 X 19 4,5 MPA",15
M2,MT,3933,BLOCO DE CONCRETO CELULAR AUTOCLAVADO ESTRUTURAL 15 X 30 X 60,15
M2,MT,3934,BLOCO DE CONCRETO CELULAR AUTOCLAVADO ESTRUTURAL 20 X 30 X 60,15
UN,MT,3935,BLOCO SÍLICO-CALCÁRIO DE VEDAÇÃO 9 X 19 X 39,15
UN,MT,3936,BLOCO SÍLICO-CALCÁRIO DE VEDAÇÃO 14 X 19 X 39,15
UN,MT,3937,BLOCO SÍLICO-CALCÁRIO DE VEDAÇÃO 19 X 19 X 39,15
UN,MT,3938,"BLOCO SÍLICO-CALCÁRIO ESTRUTURAL PARA ALVENARIA - 11,3 X 11,5 X 24",15
UN,MT,3939,"BLOCO SÍLICO-CALCÁRIO ESTRUTURAL PARA ALVENARIA - 11,3 X 14 X 24",15
UN,MT,3940,"BLOCO SÍLICO-CALCÁRIO ESTRUTURAL PARA ALVENARIA - 11,3 X 17,5 X 24",15
UN,MT,3941,ELEMENTO VAZADO DE CONCRETO (60 MM / 290 MM / 290 MM),15
UN,MT,3942,ELEMENTO VAZADO DE CONCRETO (90 MM / 295 MM / 295 MM),15
UN,MT,4573,"CURVA TRANSPOSIÇÃO DE FERRO MALEÁVEL GALVANIZADO (1/2 "" / 1 "")",15
UN,MT,4574,"CURVA TRANSPOSIÇÃO DE FERRO MALEÁVEL GALVANIZADO (3/4 "" / 3/4 "")",15
UN,MT,4575,"CURVA TRANSPOSIÇÃO DE FERRO MALEÁVEL GALVANIZADO (3/4 "" / 1 "")",15
UN,MT,4576,"FLANGE COM SEXTAVADO DE FERRO MALEÁVEL GALVANIZADO (1/2 "")",15
UN,MT,4577,"FLANGE COM SEXTAVADO DE FERRO MALEÁVEL GALVANIZADO P/ CAIXA (1/2 "")",15
UN,MT,4578,"FLANGE COM SEXTAVADO DE FERRO MALEÁVEL GALVANIZADO P/ CAIXA (3/4 "")",15
UN,MT,4579,"FLANGE COM SEXTAVADO DE FERRO MALEÁVEL GALVANIZADO P/ CAIXA (1 "")",15
UN,MT,4580,"FLANGE COM SEXTAVADO DE FERRO MALEÁVEL GALVANIZADO P/ CAIXA (1 1/4 "")",15
UN,MT,4581,"FLANGE COM SEXTAVADO DE FERRO MALEÁVEL GALVANIZADO P/ CAIXA (1 1/2 "")",15
UN,MT,4582,"FLANGE COM SEXTAVADO DE FERRO MALEÁVEL GALVANIZADO (3/4 "")",15
UN,MT,4583,"FLANGE COM SEXTAVADO DE FERRO MALEÁVEL GALVANIZADO (1 "")",15
UN,MT,4584,"FLANGE COM SEXTAVADO DE FERRO MALEÁVEL GALVANIZADO (1 1/4 "")",15
UN,MT,4585,"FLANGE COM SEXTAVADO DE FERRO MALEÁVEL GALVANIZADO (1 1/2 "")",15
UN,MT,4586,"FLANGE COM SEXTAVADO DE FERRO MALEÁVEL GALVANIZADO (2 "")",15
UN,MT,4587,"FLANGE COM SEXTAVADO DE FERRO MALEÁVEL GALVANIZADO (2 1/2 "")",15
UN,MP,4844,"LUVA COM ROSCA 25MMX1/2"" SOLDAVEL PVC MARROM AGUA FRIA TIGRE",01
UN,MT,4845,LUVA SOLDÁVEL DE PVC MARROM PARA ÁGUA FRIA (20 MM),15
UN,MT,4846,LUVA SOLDÁVEL DE PVC MARROM PARA ÁGUA FRIA (25 MM),15
UN,MT,4847,LUVA SOLDÁVEL DE PVC MARROM PARA ÁGUA FRIA (32 MM),15
UN,MT,4848,LUVA SOLDÁVEL DE PVC MARROM PARA ÁGUA FRIA (40 MM),15
UN,MT,4849,LUVA SOLDÁVEL DE PVC MARROM PARA ÁGUA FRIA (50 MM),15
UN,MT,4850,LUVA SOLDÁVEL DE PVC MARROM PARA ÁGUA FRIA (60 MM),15
UN,MT,4851,LUVA SOLDÁVEL DE PVC MARROM PARA ÁGUA FRIA (75 MM),15
UN,MT,4852,LUVA SOLDÁVEL DE PVC MARROM PARA ÁGUA FRIA (85 MM),15
UN,MT,4853,LUVA SOLDÁVEL DE PVC MARROM PARA ÁGUA FRIA (110 MM),15
L,MT,4854,SOLUÇÃO LIMPADORA PARA PVC RÍGIDO,15
UN,MT,4855,TÊ DE REDUÇÃO 90 SOLDÁVEL DE PVC MARROM (25 MM / 20 MM),15
UN,MT,4856,TÊ DE REDUÇÃO 90 SOLDÁVEL DE PVC MARROM (110 MM / 60 MM),15
UN,MT,4857,TÊ DE REDUÇÃO 90 SOLDÁVEL DE PVC MARROM (32 MM / 25 MM),15
UN,MT,4858,TÊ DE REDUÇÃO 90 SOLDÁVEL DE PVC MARROM (40 MM / 32 MM),15
UN,MT,4513,"BUCHA DE REDUÇÃO DE FERRO MALEÁVEL GALVANIZADO (2 1/2 "" / 1 "")",15
UN,MT,4514,"BUCHA DE REDUÇÃO DE FERRO MALEÁVEL GALVANIZADO (2 1/2 "" / 1 1/4 "")",15
UN,MP,4515,"BUCHA DE REDUÇÃO DE FERRO MALEÁVEL GALVANIZADO (2 1/2 "" / 1 1/2 "")",15
UN,MT,4536,"CURVA 45 MACHO-FÊMEA DE FERRO MALEÁVEL GALVANIZADO (2 "")",15
UN,MT,4537,"CURVA 45 MACHO-FÊMEA DE FERRO MALEÁVEL GALVANIZADO (2 1/2 "")",15
UN,MT,4538,"CURVA 45 MACHO-FÊMEA DE FERRO MALEÁVEL GALVANIZADO (3 "")",15
UN,MT,4539,"CURVA 90 FÊMEA DE FERRO MALEÁVEL GALVANIZADO (1/2 "")",15
UN,MT,4540,"CURVA 90 FÊMEA DE FERRO MALEÁVEL GALVANIZADO (3/4 "")",15
UN,MT,4541,"CURVA 90 FÊMEA DE FERRO MALEÁVEL GALVANIZADO (1 "")",15
UN,MT,4542,"CURVA 90 FÊMEA DE FERRO MALEÁVEL GALVANIZADO (1 1/4 "")",15
UN,MT,4543,"CURVA 90 FÊMEA DE FERRO MALEÁVEL GALVANIZADO (1 1/2 "")",15
UN,MT,4544,"CURVA 90 FÊMEA DE FERRO MALEÁVEL GALVANIZADO (2 "")",15
UN,MT,4545,"CURVA 90 FÊMEA DE FERRO MALEÁVEL GALVANIZADO (2 1/2 "")",15
UN,MT,4546,"CURVA 90 FÊMEA DE FERRO MALEÁVEL GALVANIZADO (3 "")",15
UN,MT,4547,"CURVA 90 FÊMEA DE FERRO MALEÁVEL GALVANIZADO (4 "")",15
UN,MT,3943,ELEMENTO VAZADO DE CONCRETO (80 MM / 400 MM / 500 MM),15
UN,MT,3944,ELEMENTO VAZADO DE CONCRETO (80 MM / 450 MM / 600 MM),15
UN,MT,3945,ELEMENTO VAZADO DE CONCRETO (80 MM / 490 MM / 500 MM),15
UN,MT,3946,MÓDULO DE AR CONDICIONADO PRÉ-MOLDADO EM CONCRETO LARGURA 60CM,15
UN,MT,3947,CHURRASQUEIRA EM CONCRETO PRÉ-MOLDADO BOCA 80CM,15
UN,MT,3948,BLOCO DE VIDRO QUADRICULADO (200 MM / 60 MM / 200 MM),15
UN,MT,3949,ELEMENTO VAZADO DE VIDRO (100 MM / 200 MM / 80 MM),15
UN,MT,3950,ELEMENTO VAZADO DE VIDRO (100 MM / 200 MM / 100 MM),15
UN,MT,3953,PARAFUSO CABEÇA ABAULADA M10 (115 MM / 10 MM),15
UN,MT,3954,PARAFUSO CABEÇA ABAULADA M16 (150 MM / 16 MM),15
UN,MT,3955,"PARAFUSO CROMADO (2 1/2 "" / 1/4 "")",15
UN,MT,3956,PARAFUSO CABEÇA QUADRADA (45 MM / 16 MM),15
KG,MT,3957,"PERFIL METÁLICO P DIVISÓRIA T. ""U"" ALUMÍNIO (1,4X29X45MM/ANOD NATURAL)",15
KG,MT,3958,"PERFIL METÁLICO P DIVISÓRIA T. ""U"" AÇO ZINCADO (40X15X40MM/PINTADO)",15
UN,MT,3959,"PINO LISO DE AÇO (COMPRIMENTO: 25,00 MM / DIÂMETRO NOMINAL: 1/4 "")",15
UN,MT,4588,"FLANGE COM SEXTAVADO DE FERRO MALEÁVEL GALVANIZADO (3 "")",15
UN,MT,4589,"FLANGE COM SEXTAVADO DE FERRO MALEÁVEL GALVANIZADO (4 "")",15
UN,MT,4590,"LUVA DE FERRO MALEÁVEL GALVANIZADO (1/2 "")",15
UN,MT,4591,"LUVA DE FERRO MALEÁVEL GALVANIZADO (3/4 "")",15
UN,MT,4592,"LUVA DE FERRO MALEÁVEL GALVANIZADO (1 "")",01
UN,MT,4593,"LUVA DE FERRO MALEÁVEL GALVANIZADO (1 1/4 "")",01
UN,MT,4594,"LUVA DE FERRO MALEÁVEL GALVANIZADO (1 1/2 "")",15
UN,MT,4595,"LUVA DE FERRO MALEÁVEL GALVANIZADO (2 "")",15
UN,MT,4596,"LUVA DE FERRO MALEÁVEL GALVANIZADO (2 1/2 "")",15
UN,MT,4597,"LUVA DE FERRO MALEÁVEL GALVANIZADO (3 "")",15
UN,MT,4598,"LUVA DE FERRO MALEÁVEL GALVANIZADO (4 "")",15
UN,MT,4599,"LUVA DE REDUÇÃO DE FERRO MALEÁVEL GALVANIZADO (1/2 "" / 3/4 "")",15
UN,MT,4600,"LUVA DE REDUÇÃO DE FERRO MALEÁVEL GALVANIZADO (2 "" / 1 "")",15
UN,MT,4601,"LUVA DE REDUÇÃO DE FERRO MALEÁVEL GALVANIZADO (2 "" / 1 1/4 "")",15
UN,MT,4602,"LUVA DE REDUÇÃO DE FERRO MALEÁVEL GALVANIZADO (2 "" / 1 1/2 "")",15
UN,MT,4862,TÊ DE REDUÇÃO 90 SOLDÁVEL DE PVC MARROM (50 MM / 32 MM),15
UN,MT,4863,TÊ DE REDUÇÃO 90 SOLDÁVEL DE PVC MARROM (75 MM / 50 MM),15
UN,MT,4864,TÊ DE REDUÇÃO 90 SOLDÁVEL DE PVC MARROM (85 MM / 60 MM),15
UN,MT,4865,"ADAPTADOR SOLDÁVEL C/ FLANGE ANEL P/ CAIXA PVC MAR. (20 MM / 1/2 "")",15
UN,MP,4866,"ADAPTADOR SOLDÁVEL C/ FLANGE ANEL P/ CAIXA PVC MAR. (25 MM / 3/4 "")",15
UN,MT,4867,"ADAPTADOR SOLDÁVEL C/ FLANGE ANEL P/ CAIXA PVC MAR. (32 MM / 1 "")",15
UN,MT,4868,"ADAPTADOR SOLDÁVEL C/ FLANGE ANEL P/ CAIXA PVC MAR. (40 MM / 1 1/4 "")",15
UN,MP,4869,"ADAPTADOR SOLDÁVEL C/ FLANGE ANEL P/ CAIXA PVC MAR.(50 MM / 1 1/2 "")",15
UN,MT,4870,"ADAPTADOR SOLDÁVEL C/ FLANGE ANEL P/ CAIXA PVC MAR. (60 MM / 2 "")",15
UN,MT,4871,"TÊ 90 SOLDÁVEL DE PVC MARROM COM ROSCA CENTRAL (20 MM / 1/2 "")",15
UN,MT,4872,"TÊ 90 SOLDÁVEL DE PVC MARROM COM ROSCA CENTRAL (25 MM / 3/4 "")",15
UN,MT,4873,"TÊ 90 SOLDÁVEL DE PVC MARROM COM ROSCA CENTRAL (25 MM / 1/2 "")",15
UN,MT,4874,"TÊ 90 SOLDÁVEL DE PVC MARROM COM ROSCA CENTRAL (32 MM / 3/4 "")",15
UN,MT,4875,"TÊ 90 SOLDÁVEL DE PVC AZUL COM BUCHA DE LATÃO CENTRAL (20 MM / 1/2 "")",15
UN,MT,4859,TÊ DE REDUÇÃO 90 SOLDÁVEL DE PVC MARROM (50 MM / 40 MM),15
UN,MT,4548,"CURVA 90 MACHO DE FERRO MALEÁVEL GALVANIZADO (1/2 "")",15
UN,MT,4549,"CURVA 90 MACHO DE FERRO MALEÁVEL GALVANIZADO (3/4 "")",15
UN,MT,4550,"CURVA 90 MACHO DE FERRO MALEÁVEL GALVANIZADO (1 "")",15
UN,MT,4551,"CURVA 90 MACHO DE FERRO MALEÁVEL GALVANIZADO (1 1/4 "")",15
UN,MT,4552,"CURVA 90 MACHO DE FERRO MALEÁVEL GALVANIZADO (1 1/2 "")",15
UN,MT,4553,"CURVA 90 MACHO DE FERRO MALEÁVEL GALVANIZADO (2 "")",15
UN,MT,4554,"CURVA 90 MACHO DE FERRO MALEÁVEL GALVANIZADO (2 1/2 "")",15
UN,MT,4555,"CURVA 90 MACHO DE FERRO MALEÁVEL GALVANIZADO (3 "")",15
UN,MT,4556,"CURVA 90 MACHO DE FERRO MALEÁVEL GALVANIZADO (4 "")",15
UN,MT,4557,"CURVA 90 MACHO-FÊMEA DE FERRO MALEÁVEL GALVANIZADO (1/2 "")",15
UN,MT,4558,"CURVA 90 MACHO-FÊMEA DE FERRO MALEÁVEL GALVANIZADO (3/4 "")",15
UN,MT,4559,"CURVA 90 MACHO-FÊMEA DE FERRO MALEÁVEL GALVANIZADO (1 "")",15
UN,MT,4560,"CURVA 90 MACHO-FÊMEA DE FERRO MALEÁVEL GALVANIZADO (1 1/4 "")",15
UN,MT,4561,"CURVA 90 MACHO-FÊMEA DE FERRO MALEÁVEL GALVANIZADO (1 1/2 "")",15
UN,MT,4562,"CURVA 90 MACHO-FÊMEA DE FERRO MALEÁVEL GALVANIZADO (2 "")",15
UN,MT,3960,"PORTA PERFIL COM PINO (DIÂMETRO DA SEÇÃO: 3/8 "")",15
UN,MP,3961,"PORCA PARLOCK 5/8"" ZB",01
KG,MT,3962,ARAME GALVANIZADO (BITOLA: 22 BWG),15
KG,MP,3963,ARAME GALVANIZADO (BITOLA: 12 BWG),01
KG,MT,3965,ARAME GALVANIZADO (BITOLA: 16 BWG),15
KG,MP,3966,ARAME GALVANIZADO (BITOLA: 18 BWG),01
KG,MT,3967,PREGO (TIPO DE PREGO: 19X33),15
KG,MT,3968,PREGO (TIPO DE PREGO: 10X10),15
KG,MT,3969,PREGO (TIPO DE PREGO: 12X12),15
KG,MT,3970,PREGO (TIPO DE PREGO: 16X24),15
KG,MT,3971,PREGO (TIPO DE PREGO: 15X15),15
KG,MT,3972,PREGO (TIPO DE PREGO: 18X27),15
KG,MT,3973,PREGO (TIPO DE PREGO: 18X30),15
UN,MT,3974,PREGO GALVANIZADO (TIPO DE PREGO: 18X27),15
KG,MT,3975,"REBITE DE FERRO ZINCADO N.8 (6,10 MM / 3,00 MM)",15
UN,MT,3976,"REBITE DE ALUMÍNIO (21 MM / 1/8 "")",07
UN,MT,4603,"LUVA DE REDUÇÃO DE FERRO MALEÁVEL GALVANIZADO (2 1/2 "" / 1 1/4 "")",15
UN,MT,4604,"LUVA DE REDUÇÃO DE FERRO MALEÁVEL GALVANIZADO (2 1/2 "" / 1 1/2 "")",15
UN,MT,4605,"LUVA DE REDUÇÃO DE FERRO MALEÁVEL GALVANIZADO (2 1/2 "" / 2 "")",15
UN,MT,4606,"LUVA DE REDUÇÃO DE FERRO MALEÁVEL GALVANIZADO (3 "" / 1 1/2 "")",15
UN,MT,4607,"LUVA DE REDUÇÃO DE FERRO MALEÁVEL GALVANIZADO (3 "" / 2 "")",15
UN,MT,4608,"LUVA DE REDUÇÃO DE FERRO MALEÁVEL GALVANIZADO (3 "" / 2 1/2 "")",15
UN,MT,4609,"LUVA DE REDUÇÃO DE FERRO MALEÁVEL GALVANIZADO (4 "" / 2 "")",15
UN,MT,4610,"LUVA DE REDUÇÃO DE FERRO MALEÁVEL GALVANIZADO (1 "" / 1/2 "")",15
UN,MT,4611,"LUVA DE REDUÇÃO DE FERRO MALEÁVEL GALVANIZADO (4 "" / 2 1/2 "")",15
UN,MT,4612,"LUVA DE REDUÇÃO DE FERRO MALEÁVEL GALVANIZADO (4 "" / 3 "")",15
UN,MT,4613,"LUVA DE REDUÇÃO DE FERRO MALEÁVEL GALVANIZADO (1 "" / 3/4 "")",15
UN,MT,4614,"LUVA DE REDUÇÃO DE FERRO MALEÁVEL GALVANIZADO (1 1/4 "" / 1/2 "")",15
UN,MT,4615,"LUVA DE REDUÇÃO DE FERRO MALEÁVEL GALVANIZADO (1 1/4 "" / 3/4 "")",15
UN,MT,4616,"LUVA DE REDUÇÃO DE FERRO MALEÁVEL GALVANIZADO (1 1/4 "" / 1 "")",15
UN,MT,4617,"LUVA DE REDUÇÃO DE FERRO MALEÁVEL GALVANIZADO (1 1/2 "" / 3/4 "")",15
UN,MT,4876,"TÊ 90 SOLDÁVEL DE PVC AZUL COM BUCHA DE LATÃO CENTRAL (25 MM / 3/4 "")",15
UN,MT,4877,"TÊ 90 SOLDÁVEL DE PVC AZUL COM BUCHA DE LATÃO CENTRAL (25 MM / 1/2 "")",15
UN,MT,4878,"TÊ 90 SOLDÁVEL DE PVC AZUL COM BUCHA DE LATÃO CENTRAL (32 MM / 3/4 "")",15
UN,MT,4879,TÊ 90 SOLDÁVEL DE PVC MARROM (20 MM),15
UN,MT,4880,TÊ 90 SOLDÁVEL DE PVC MARROM (25 MM),15
UN,MT,4881,TÊ 90 SOLDÁVEL DE PVC MARROM (32 MM),15
UN,MT,4886,TÊ 90 SOLDÁVEL DE PVC MARROM (85 MM),15
UN,MT,4887,TÊ 90 SOLDÁVEL DE PVC MARROM (110 MM),15
M,MT,4888,TUBO SOLDÁVEL DE PVC MARROM PARA ÁGUA FRIA (20 MM),15
M,MT,4889,TUBO SOLDÁVEL DE PVC MARROM PARA ÁGUA FRIA (25 MM),15
M,MT,4890,TUBO SOLDÁVEL DE PVC MARROM PARA ÁGUA FRIA (32 MM),15
M,MT,4891,TUBO SOLDÁVEL DE PVC MARROM PARA ÁGUA FRIA (40 MM),15
M,MT,4892,TUBO SOLDÁVEL DE PVC MARROM PARA ÁGUA FRIA (50 MM),15
M,MT,4893,TUBO SOLDÁVEL DE PVC MARROM PARA ÁGUA FRIA (60 MM),15
M,MT,4894,TUBO SOLDÁVEL DE PVC MARROM PARA ÁGUA FRIA (75 MM),01
UN,MT,4190,"CAIXILHO DE ALUMÍNIO PADRÃO CORRER, S/ BAND., 2FL, V. LISO, 1,2 X 1,1M",15
UN,MT,4191,"CAIXILHO DE ALUMÍNIO PADRÃO CORRER, S/ BAND., 4FL, V. LISO, 1,5 X 1,0M",15
UN,MT,4192,"CAIXILHO DE ALUMÍNIO PADRÃO CORRER, S/ BAND., 4FL, V. LISO, 1,6 X 1,2M",15
UN,MT,4193,"CAIXILHO DE ALUMÍNIO PADRÃO BASC., 6 BASC+2 FIXA, V. CAN. 1,5 X 0,8 M",15
UN,MT,4194,"CAIXILHO DE ALUMÍNIO PADRÃO CORRER, C/ BAND, 4 FL: V. LISO 2,0 X 1,2 M",15
UN,MT,4195,"CAIXILHO DE ALUMÍNIO PADRÃO CORRER, S/ BAND, 2 FL, V. LISO 1,2 X 1,2 M",15
UN,MT,4196,"CAIXILHO DE ALUMÍNIO PADRÃO CORRER, S/ BAND, 4 FL, V. LISO 2,0 X 1,2 M",15
UN,MT,4197,"CAIXILHO DE ALUMÍNIO PADRÃO MAXIM-AR, V. MINIBOREAL 80 X 80 CM",15
UN,MT,4198,"CAIXILHO DE ALUMÍNIO PADRÃO MAXIM-AR, V. MINIBOREAL 1,20 X 0,80 M",15
UN,MT,4199,"JANELA GUILHOTINA COM BATENTE 2 VIDRO + 2 VEN. 1,20 X 1,20 M / IMBUIA",15
UN,MT,4200,"JANELA GUILHOTINA COM BATENTE 2 VIDRO + 2 VEM. 1,40 X 1,20 M / IMBUIA",15
UN,MT,4201,BORBOLETA EM LATÃO PARA JANELA (ACABAMENTO: CROMADO),15
UN,MT,4202,BOTÃO DE CORREÇÃO (1002),15
UN,MT,4203,BUCHA PARA PIVOTANTE DE DOBRADIÇA (1201),15
UN,MT,4204,CAPUCHINHO (1037),15
M2,MT,3977,"TELA DE ARAME GALVANIZADO (1"" / HEXAGONAL /  0,71 MM / 0,50 A 1,00 M)",15
UN,MT,3978,"PARAFUSO MADEIRA CABEÇA CHATA FENDA, ZINCADO ( 90 X 6,10 MM)",15
KG,MT,3979,"ARAME RECOZIDO (DIÂMETRO DO FIO: 1,25 MM / BITOLA: 18 BWG)",15
UN,MP,3980,"PARAFUSO CABEÇA PANELA PHILIPS 5,5X50MM INOX",01
UN,MT,3981,"PARAFUSO AUTO-ATARRAXANTE CABEÇA CHATA PHILLIPS, ZINCADO (38 X 6,3 MM)",15
UN,MT,3982,PARAFUSO COM ROSCA SOBERBA GALVANIZADO (110 X 8 MM),15
UN,MT,3983,PARAFUSO COM ROSCA SOBERBA GALVANIZADO (85 X 8 MM),15
UN,MT,3984,"PARAFUSO COM ROSCA SOBERBA GALVANIZADO (130,00 X 8 MM)",15
UN,MT,3985,PARAFUSO COM ROSCA SOBERBA GALVANIZADO (230 X 8 MM),15
UN,MT,3986,PARAFUSO COM ROSCA SOBERBA GALVANIZADO (250 X 8 MM),15
